rank,pair_type,score,source_1_id,source_2_id,s1_sample,s2_sample,s1_field,s2_field,same_field,s1_z,s2_z,delta_z,s1_logSigma,s2_logSigma,delta_logSigma,s1_Sigma_rank,s2_Sigma_rank,s1_color_AB,s2_color_AB,delta_color,s1_flux_ratio,s2_flux_ratio,s1_Av,s2_Av,delta_Av,sep_arcmin,sep_deg,higher_z_bluer,higher_z_lower_Sigma
871,I,160.98399999999998,19416,29110,A,A,primer-uds-north,primer-uds-north,True,5.4332,7.1288,1.6956,-5.405,-4.845,0.56,285,216,-1.38,-2.856,1.475,3.565,13.874,1.9,2.4000000000000004,-0.5,2.31,0.0385,False,False
872,I,160.969,23107,36872,A,A,primer-uds-south,primer-uds-south,True,4.9525,7.1351,2.1826,-5.525,-4.47,1.056,287,136,-1.812,-2.842,1.031,5.304,13.703,0.3,2.4000000000000004,-2.1,1.49,0.0249,False,False
873,I_conflict,160.819,29110,32237,A,A,primer-uds-north,primer-uds-north,True,7.1288,4.6122,2.5166,-4.845,-3.896,0.949,216,55,-2.856,-2.263,-0.592,13.874,8.04,2.4000000000000004,1.2000000000000002,1.2,0.47,0.0078,False,True
874,I,160.71550000000002,23636,37563,A,A,gds,gds,True,7.1328,5.7131,1.4197,-4.602,-5.356,0.754,176,281,-2.237,-0.801,-1.436,7.851,2.091,3.6,0.1,3.5,4.86,0.0811,False,False
875,III_weak,160.711,30600,71321,A,A,ceers-full,ceers-full,True,4.0259,7.1293,3.1034,-4.874,-4.476,0.397,220,139,-2.492,-2.347,-0.145,9.925,8.687,0.6000000000000001,1.9,-1.3,4.37,0.0728,True,False
876,I,160.6765,23107,59568,A,A,primer-uds-south,primer-uds-south,True,4.9525,8.9016,3.9491,-5.525,-4.592,0.933,287,173,-1.812,-2.381,0.569,5.304,8.958,0.3,2.7,-2.4,4.12,0.0686,False,False
877,I,160.3505,48498,55423,A,A,primer-cosmos-east,primer-cosmos-east,True,4.4533,5.408,0.9547,-5.641,-4.095,1.546,293,82,-1.883,-2.976,1.093,5.663,15.501,0.9,1.4,-0.5,2.48,0.0414,False,False
878,I,160.3285,71380,73890,A,A,ceers-full,ceers-full,True,7.1263,5.6603,1.4659,-3.934,-4.777,0.843,58,205,-2.94,-1.579,-1.361,14.996,4.282,3.4000000000000004,3.0,0.4,4.54,0.0756,False,False
879,I_conflict,159.985,17986,36872,A,A,primer-uds-south,primer-uds-south,True,4.9401,7.1351,2.195,-3.587,-4.47,0.882,43,136,-2.13,-2.842,0.712,7.113,13.703,0.9,2.4000000000000004,-1.5,3.09,0.0516,False,True
880,I,159.976,48983,73890,A,A,ceers-full,ceers-full,True,7.1368,5.6603,1.4764,-3.536,-4.777,1.241,41,205,-2.691,-1.579,-1.112,11.927,4.282,2.7,3.0,-0.3,4.38,0.0731,False,False
881,I,159.789,22702,31661,A,A,primer-cosmos-west,primer-cosmos-west,True,5.4312,4.4626,0.9686,-3.806,-4.603,0.797,48,177,-3.062,-1.535,-1.527,16.784,4.111,2.2,0.5,1.7,2.81,0.0468,False,False
882,I,159.379,15850,19462,A,A,primer-cosmos-east,primer-cosmos-east,True,7.0456,4.3651,2.6806,-4.167,-4.94,0.774,99,225,-3.138,-2.119,-1.019,17.999,7.039,3.3000000000000003,0.4,2.9,1.34,0.0223,False,False
883,I,159.308,29110,42014,A,A,primer-uds-north,primer-uds-north,True,7.1288,4.5516,2.5772,-4.845,-5.575,0.73,216,291,-2.856,-1.78,-1.075,13.874,5.153,2.4000000000000004,0.3,2.1,4.08,0.068,False,False
884,III_weak,159.21499999999997,55634,60046,A,A,primer-uds-south,primer-uds-south,True,6.8798,5.4628,1.417,-4.423,-5.145,0.722,127,254,-0.551,-0.977,0.426,1.661,2.46,0.1,1.0,-0.9,0.62,0.0104,True,False
885,I,159.171,48540,52084,A,A,primer-cosmos-east,primer-cosmos-east,True,5.6562,7.0756,1.4194,-5.23,-3.658,1.571,260,45,-2.07,-2.985,0.915,6.732,15.637,0.4,1.6,-1.2,3.13,0.0521,False,False
886,I,159.0495,32986,43738,A,A,primer-uds-north,primer-uds-north,True,4.1527,5.0901,0.9373,-5.021,-4.063,0.958,236,78,-1.26,-2.685,1.425,3.192,11.862,0.0,1.7000000000000002,-1.7,1.26,0.021,False,False
887,I,158.96800000000002,36872,39711,A,A,primer-uds-south,primer-uds-south,True,7.1351,5.462,1.6732,-4.47,-5.308,0.839,136,275,-2.842,-1.568,-1.274,13.703,4.238,2.4000000000000004,1.5,0.9,0.8,0.0134,False,False
888,I,158.951,14076,48983,A,A,ceers-full,ceers-full,True,5.6614,7.1368,1.4754,-4.855,-3.536,1.319,218,41,-1.647,-2.691,1.045,4.557,11.927,1.9,2.7,-0.8,3.27,0.0545,False,False
889,III_weak,158.89100000000002,29372,32535,A,A,primer-cosmos-west,primer-cosmos-west,True,5.3858,5.7492,0.3634,-4.978,-4.325,0.653,230,118,-1.465,-1.188,-0.277,3.854,2.987,2.2,0.6000000000000001,1.6,3.8,0.0633,True,False
890,I_conflict,158.77200000000002,29110,57469,A,A,primer-uds-north,primer-uds-north,True,7.1288,5.668,1.4608,-4.845,-4.467,0.377,216,135,-2.856,-1.644,-1.211,13.874,4.547,2.4000000000000004,3.1,-0.7,2.77,0.0462,False,True
891,I,158.7615,33332,43738,A,A,primer-uds-north,primer-uds-north,True,4.542,5.0901,0.5481,-5.076,-4.063,1.013,246,78,-1.182,-2.685,1.503,2.971,11.862,0.8,1.7000000000000002,-0.9,1.51,0.0251,False,False
892,I,158.724,39711,59568,A,A,primer-uds-south,primer-uds-south,True,5.462,8.9016,3.4396,-5.308,-4.592,0.716,275,173,-1.568,-2.381,0.813,4.238,8.958,1.5,2.7,-1.2,3.6,0.0601,False,False
893,III_weak,158.702,69936,71893,A,A,primer-uds-north,primer-uds-north,True,7.034,6.4292,0.6048,-4.529,-5.236,0.706,151,262,-1.392,-1.562,0.169,3.605,4.213,2.1,1.7000000000000002,0.4,3.81,0.0635,True,False
894,I,158.632,21108,42014,A,A,primer-uds-north,primer-uds-north,True,7.1364,4.5516,2.5848,-4.588,-5.575,0.987,171,291,-2.685,-1.78,-0.905,11.863,5.153,2.6,0.3,2.3,2.05,0.0342,False,False
895,III_weak,158.434,19462,26971,A,A,primer-cosmos-east,primer-cosmos-east,True,4.3651,6.4067,2.0416,-4.94,-4.718,0.222,225,198,-2.119,-1.596,-0.523,7.039,4.347,0.4,0.5,-0.1,2.14,0.0357,True,False
896,III_weak,158.383,36162,46914,A,A,primer-cosmos-west,primer-cosmos-west,True,6.411,5.6548,0.7562,-4.715,-4.978,0.263,197,231,-1.605,-2.488,0.883,4.385,9.891,0.5,2.0,-1.5,4.57,0.0762,True,False
897,III_weak,158.312,7830,30191,A,A,primer-uds-south,primer-uds-south,True,5.5454,4.0366,1.5088,-4.987,-5.243,0.256,232,265,-1.802,-1.962,0.16,5.256,6.093,0.9,0.0,0.9,2.44,0.0407,True,False
898,I,158.212,21488,37878,A,A,primer-uds-south,primer-uds-south,True,5.414,4.7732,0.6408,-3.634,-5.154,1.52,44,255,-2.732,-1.572,-1.16,12.377,4.253,2.1,0.8,1.3,1.71,0.0285,False,False
899,III_weak,157.608,30145,31319,A,A,primer-cosmos-west,primer-cosmos-west,True,5.6646,6.3339,0.6692,-5.1,-4.541,0.559,249,155,-2.046,-1.33,-0.716,6.58,3.404,2.0,2.8000000000000003,-0.8,1.47,0.0245,True,False
900,I_conflict,157.5165,32928,40799,A,A,primer-cosmos-east,primer-cosmos-east,True,4.4581,7.6812,3.2231,-4.027,-4.551,0.524,71,160,-2.067,-2.636,0.569,6.712,11.337,1.7000000000000002,2.6,-0.9,2.23,0.0372,False,True
901,III_weak,157.3825,15233,22483,A,A,primer-cosmos-west,primer-cosmos-west,True,4.986,7.1355,2.1495,-4.455,-4.222,0.233,131,102,-2.324,-1.86,-0.463,8.501,5.548,0.8,2.7,-1.9,3.71,0.0619,True,False
902,I,157.32150000000001,30600,41913,A,A,ceers-full,ceers-full,True,4.0259,5.246,1.2201,-4.874,-3.38,1.494,220,39,-2.492,-3.476,0.984,9.925,24.568,0.6000000000000001,2.3000000000000003,-1.7,2.1,0.0349,False,False
903,I,157.2575,14076,42093,A,A,ceers-full,ceers-full,True,5.6614,6.4459,0.7845,-4.855,-3.857,0.998,218,52,-1.647,-3.058,1.411,4.557,16.711,1.9,1.7000000000000002,0.2,2.34,0.039,False,False
904,I,157.058,25633,31319,A,A,primer-cosmos-west,primer-cosmos-west,True,7.0511,6.3339,0.7172,-4.166,-4.541,0.375,98,155,-3.131,-1.33,-1.801,17.88,3.404,3.2,2.8000000000000003,0.4,4.5,0.0751,False,False
905,I_conflict,157.0455,67137,72956,A,A,ceers-full,ceers-full,True,7.4965,8.9042,1.4077,-4.25,-4.596,0.346,108,175,-0.488,-1.699,1.211,1.568,4.784,3.9,2.1,1.8,2.68,0.0446,False,True
906,I_conflict,157.024,50716,55783,A,A,primer-uds-south,primer-uds-south,True,7.8636,4.626,3.2376,-4.548,-4.261,0.287,157,112,-2.779,-2.082,-0.697,12.935,6.805,2.7,1.4,1.3,2.59,0.0432,False,True
907,I_conflict,156.9505,1072,18804,A,A,primer-uds-north,primer-uds-north,True,8.906,4.3173,4.5887,-4.592,-4.229,0.364,174,103,-2.385,-2.141,-0.244,8.992,7.184,2.7,1.5,1.2,2.05,0.0342,False,True
908,I,156.9005,10404,22773,A,A,primer-uds-north,primer-uds-north,True,5.656,4.4013,1.2547,-3.982,-4.533,0.551,64,153,-3.181,-1.65,-1.531,18.724,4.573,2.2,1.3,0.9,1.92,0.032,False,False
909,I,156.868,41913,58630,A,A,ceers-full,ceers-full,True,5.246,4.5468,0.6992,-3.38,-4.326,0.946,39,119,-3.476,-2.016,-1.46,24.568,6.401,2.3000000000000003,0.9,1.4,4.6,0.0767,False,False
910,I,156.76049999999998,18893,19946,A,A,primer-cosmos-east,primer-cosmos-east,True,4.8477,5.9744,1.1267,-5.582,-4.715,0.867,292,196,-0.496,-1.873,1.377,1.58,5.613,0.1,1.0,-0.9,2.61,0.0435,False,False
911,I_conflict,156.5765,57494,59880,A,A,primer-uds-south,primer-uds-south,True,4.024,5.6631,1.6391,-4.008,-5.281,1.273,67,270,-1.784,-2.36,0.576,5.173,8.792,1.6,3.2,-1.6,4.32,0.0721,False,True
912,I,156.5655,21488,45637,A,A,primer-uds-south,primer-uds-south,True,5.414,4.5363,0.8777,-3.634,-4.45,0.815,44,130,-2.732,-1.252,-1.479,12.377,3.169,2.1,1.2000000000000002,0.9,3.77,0.0628,False,False
913,I,156.4635,48686,67076,A,A,primer-uds-south,primer-uds-south,True,4.8439,7.9368,3.0929,-5.657,-4.528,1.129,294,149,-1.285,-1.909,0.624,3.267,5.804,0.3,3.9,-3.6,2.8,0.0466,False,False
914,I_conflict,156.337,1072,32237,A,A,primer-uds-north,primer-uds-north,True,8.906,4.6122,4.2938,-4.592,-3.896,0.696,174,55,-2.385,-2.263,-0.121,8.992,8.04,2.7,1.2000000000000002,1.5,4.39,0.0732,False,True
915,I,156.252,21488,45383,A,A,primer-uds-south,primer-uds-south,True,5.414,4.8552,0.5588,-3.634,-5.144,1.509,44,253,-2.732,-1.58,-1.152,12.377,4.285,2.1,0.9,1.2,3.75,0.0625,False,False
916,I,156.0825,40799,50325,A,A,primer-cosmos-east,primer-cosmos-east,True,7.6812,6.4277,1.2535,-4.551,-5.032,0.481,160,238,-2.636,-1.079,-1.557,11.337,2.702,2.6,0.1,2.5,3.0,0.0499,False,False
917,III_weak,156.0765,25430,59880,A,A,primer-uds-south,primer-uds-south,True,7.1282,5.6631,1.4651,-4.556,-5.281,0.725,162,270,-2.014,-2.36,0.347,6.389,8.792,2.7,3.2,-0.5,3.76,0.0626,True,False
918,I_conflict,155.96300000000002,11219,42859,A,A,primer-uds-north,primer-uds-north,True,5.4287,6.5809,1.1522,-3.83,-4.421,0.591,49,126,-2.534,-3.653,1.119,10.317,28.92,2.7,1.2000000000000002,1.5,3.23,0.0539,False,True
919,III_weak,155.904,28931,36872,A,A,primer-uds-south,primer-uds-south,True,7.9047,7.1351,0.7696,-3.918,-4.47,0.552,57,136,-2.686,-2.842,0.156,11.871,13.703,2.8000000000000003,2.4000000000000004,0.4,3.61,0.0602,True,False
920,III_weak,155.7545,23107,60046,A,A,primer-uds-south,primer-uds-south,True,4.9525,5.4628,0.5103,-5.525,-5.145,0.38,287,254,-1.812,-0.977,-0.834,5.304,2.46,0.3,1.0,-0.7,4.08,0.0679,True,False
921,III_weak,155.7465,29568,44446,A,A,primer-cosmos-west,primer-cosmos-west,True,4.3603,7.1315,2.7711,-4.937,-4.731,0.206,224,202,-2.198,-1.938,-0.26,7.57,5.959,0.4,2.8000000000000003,-2.4,4.65,0.0775,True,False
922,I,155.5415,47824,52084,A,A,primer-cosmos-east,primer-cosmos-east,True,5.6555,7.0756,1.4201,-4.561,-3.658,0.903,166,45,-1.742,-2.985,1.243,4.977,15.637,2.7,1.6,1.1,2.49,0.0415,False,False
923,III_weak,155.2945,48498,54661,A,A,primer-cosmos-east,primer-cosmos-east,True,4.4533,5.6676,1.2143,-5.641,-4.975,0.666,293,229,-1.883,-1.441,-0.442,5.663,3.77,0.9,3.9,-3.0,2.63,0.0438,True,False
924,I,155.1405,25633,29568,A,A,primer-cosmos-west,primer-cosmos-west,True,7.0511,4.3603,2.6907,-4.166,-4.937,0.771,98,224,-3.131,-2.198,-0.933,17.88,7.57,3.2,0.4,2.8,1.34,0.0223,False,False
925,I,155.098,11219,54143,A,A,primer-uds-north,primer-uds-north,True,5.4287,4.7315,0.6972,-3.83,-5.073,1.243,49,243,-2.534,-1.287,-1.247,10.317,3.272,2.7,0.9,1.8,4.28,0.0713,False,False
926,I,155.016,36985,49360,A,A,ceers-full,ceers-full,True,5.6537,4.7373,0.9164,-4.161,-4.549,0.389,97,159,-2.899,-1.207,-1.692,14.441,3.039,2.0,0.8,1.2,1.98,0.0331,False,False
927,I,154.9995,30520,36872,A,A,primer-uds-south,primer-uds-south,True,5.3498,7.1351,1.7853,-5.029,-4.47,0.559,237,136,-1.513,-2.842,1.329,4.028,13.703,0.9,2.4000000000000004,-1.5,1.06,0.0177,False,False
928,I_conflict,154.9265,20010,49360,A,A,ceers-full,ceers-full,True,8.9344,4.7373,4.1971,-4.968,-4.549,0.419,228,159,-1.495,-1.207,-0.288,3.964,3.039,3.7,0.8,2.9,4.68,0.078,False,True
929,I,154.78699999999998,30520,59568,A,A,primer-uds-south,primer-uds-south,True,5.3498,8.9016,3.5518,-5.029,-4.592,0.437,237,173,-1.513,-2.381,0.868,4.028,8.958,0.9,2.7,-1.8,3.36,0.056,False,False
930,I,154.6525,21488,23107,A,A,primer-uds-south,primer-uds-south,True,5.414,4.9525,0.4615,-3.634,-5.525,1.891,44,287,-2.732,-1.812,-0.92,12.377,5.304,2.1,0.3,1.8,0.32,0.0053,False,False
931,I,154.6115,10404,31645,A,A,primer-uds-north,primer-uds-north,True,5.656,4.7559,0.9001,-3.982,-4.758,0.777,64,203,-3.181,-1.725,-1.456,18.724,4.897,2.2,0.8,1.4,3.78,0.063,False,False
932,I,154.4255,3992,42014,A,A,primer-uds-north,primer-uds-north,True,5.6593,4.5516,1.1077,-4.053,-5.575,1.522,75,291,-2.723,-1.78,-0.943,12.278,5.153,1.6,0.3,1.3,3.93,0.0654,False,False
933,I_conflict,154.2235,24100,29110,A,A,primer-uds-north,primer-uds-north,True,4.9919,7.1288,2.1369,-4.26,-4.845,0.584,111,216,-2.062,-2.856,0.793,6.681,13.874,1.3,2.4000000000000004,-1.1,1.15,0.0191,False,True
934,III_weak,154.1035,14605,37563,A,A,gds,gds,True,6.9281,5.7131,1.2149,-4.925,-5.356,0.431,223,281,-0.742,-0.801,0.059,1.981,2.091,2.5,0.1,2.4,3.32,0.0553,True,False
935,I,153.948,40642,45179,A,A,primer-cosmos-east,primer-cosmos-east,True,4.6343,7.1055,2.4712,-4.888,-4.157,0.731,221,96,-1.114,-2.113,0.999,2.791,7.004,0.8,1.9,-1.1,1.89,0.0315,False,False
936,III_weak,153.661,13666,22483,A,A,primer-cosmos-west,primer-cosmos-west,True,5.2881,7.1355,1.8474,-4.657,-4.222,0.435,185,102,-2.219,-1.86,-0.358,7.718,5.548,1.4,2.7,-1.3,2.62,0.0436,True,False
937,I_conflict,153.60500000000002,44435,45637,A,A,primer-uds-south,primer-uds-south,True,5.1733,4.5363,0.637,-4.854,-4.45,0.405,217,130,-2.591,-1.252,-1.338,10.873,3.169,1.1,1.2000000000000002,-0.1,1.58,0.0263,False,True
938,I,153.4715,33445,48982,A,A,primer-uds-south,primer-uds-south,True,4.3458,5.3879,1.0421,-5.25,-4.536,0.713,266,154,-0.735,-2.164,1.429,1.968,7.339,0.0,2.0,-2.0,2.6,0.0433,False,False
939,I,153.415,17813,18893,A,A,primer-cosmos-east,primer-cosmos-east,True,5.2267,4.8477,0.379,-5.11,-5.582,0.471,250,292,-2.268,-0.496,-1.772,8.076,1.58,1.8,0.1,1.7,1.45,0.0241,False,False
940,I,153.224,32986,55902,A,A,primer-uds-north,primer-uds-north,True,4.1527,8.6704,4.5176,-5.021,-4.714,0.307,236,195,-1.26,-1.885,0.625,3.192,5.677,0.0,2.9000000000000004,-2.9,3.23,0.0538,False,False
941,I,153.107,32986,61298,A,A,primer-uds-north,primer-uds-north,True,4.1527,5.2426,1.0898,-5.021,-4.394,0.627,236,124,-1.26,-2.719,1.459,3.192,12.237,0.0,1.6,-1.6,2.96,0.0493,False,False
942,III_weak,153.0585,11219,14419,A,A,primer-uds-north,primer-uds-north,True,5.4287,4.8168,0.6119,-3.83,-4.606,0.776,49,178,-2.534,-2.546,0.012,10.317,10.429,2.7,0.9,1.8,4.31,0.0719,True,False
943,I,152.93599999999998,33332,55902,A,A,primer-uds-north,primer-uds-north,True,4.542,8.6704,4.1284,-5.076,-4.714,0.362,246,195,-1.182,-1.885,0.703,2.971,5.677,0.8,2.9000000000000004,-2.1,2.94,0.049,False,False
944,I,152.819,33332,61298,A,A,primer-uds-north,primer-uds-north,True,4.542,5.2426,0.7006,-5.076,-4.394,0.682,246,124,-1.182,-2.719,1.537,2.971,12.237,0.8,1.6,-0.8,2.82,0.0471,False,False
945,I_conflict,152.75,21620,32535,A,A,primer-cosmos-west,primer-cosmos-west,True,8.0871,5.7492,2.338,-4.626,-4.325,0.301,182,118,-2.061,-1.188,-0.873,6.675,2.987,3.7,0.6000000000000001,3.1,3.44,0.0573,False,True
946,I,152.7285,30157,67076,A,A,primer-uds-south,primer-uds-south,True,4.7269,7.9368,3.2099,-5.539,-4.528,1.011,289,149,-1.325,-1.909,0.585,3.387,5.804,0.2,3.9,-3.7,4.1,0.0683,False,False
947,I,152.71949999999998,37563,66116,A,A,gds,gds,True,5.7131,6.8464,1.1333,-5.356,-4.577,0.779,281,170,-0.801,-2.148,1.347,2.091,7.23,0.1,-99.0,99.1,4.02,0.067,False,False
948,III_weak,151.9665,18540,30145,A,A,primer-cosmos-west,primer-cosmos-west,True,8.9337,5.6646,3.2691,-4.869,-5.1,0.231,219,249,-2.025,-2.046,0.02,6.458,6.58,1.7000000000000002,2.0,-0.3,3.74,0.0623,True,False
949,III_weak,151.786,42014,57469,A,A,primer-uds-north,primer-uds-north,True,4.5516,5.668,1.1164,-5.575,-4.467,1.108,291,135,-1.78,-1.644,-0.136,5.153,4.547,0.3,3.1,-2.8,4.43,0.0739,True,False
950,I,151.432,17986,33898,A,A,primer-uds-south,primer-uds-south,True,4.9401,4.5453,0.3948,-3.587,-5.24,1.652,43,264,-2.13,-1.111,-1.019,7.113,2.782,0.9,1.2000000000000002,-0.3,1.8,0.03,False,False
951,I_conflict,151.426,40799,51514,A,A,primer-cosmos-east,primer-cosmos-east,True,7.6812,4.4367,3.2444,-4.551,-4.118,0.432,160,87,-2.636,-2.14,-0.496,11.337,7.18,2.6,1.9,0.7,3.7,0.0616,False,True
952,I,151.39049999999997,43738,43932,A,A,primer-uds-north,primer-uds-north,True,5.0901,4.2354,0.8547,-4.063,-4.802,0.739,78,207,-2.685,-1.257,-1.428,11.862,3.183,1.7000000000000002,0.5,1.2,2.25,0.0374,False,False
953,III_weak,151.17,14419,62716,A,A,primer-uds-north,primer-uds-north,True,4.8168,5.3867,0.57,-4.606,-4.396,0.209,178,125,-2.546,-1.719,-0.827,10.429,4.871,0.9,1.2000000000000002,-0.3,4.8,0.0799,True,False
954,I,150.907,23575,32986,A,A,primer-uds-north,primer-uds-north,True,5.6606,4.1527,1.5078,-4.518,-5.021,0.503,146,236,-2.624,-1.26,-1.364,11.212,3.192,2.0,0.0,2.0,0.98,0.0164,False,False
955,I_conflict,150.887,1381,32986,A,A,primer-uds-north,primer-uds-north,True,5.6626,4.1527,1.5098,-5.288,-5.021,0.268,274,236,-2.364,-1.26,-1.104,8.826,3.192,3.1,0.0,3.1,3.81,0.0635,False,True
956,I_conflict,150.8725,6282,14086,A,A,primer-cosmos-east,primer-cosmos-east,True,5.6738,7.1273,1.4535,-4.11,-4.704,0.594,86,192,-1.708,-2.633,0.925,4.822,11.302,1.8,1.9,-0.1,4.12,0.0686,False,True
957,III_weak,150.8435,14076,41179,A,A,ceers-full,ceers-full,True,5.6614,7.2423,1.5809,-4.855,-4.229,0.626,218,104,-1.647,-1.38,-0.267,4.557,3.564,1.9,2.1,-0.2,2.26,0.0376,True,False
958,I,150.697,14258,50716,A,A,primer-uds-south,primer-uds-south,True,5.4719,7.8636,2.3918,-5.323,-4.548,0.774,277,157,-1.848,-2.779,0.932,5.484,12.935,1.8,2.7,-0.9,3.85,0.0642,False,False
959,I,150.619,23575,33332,A,A,primer-uds-north,primer-uds-north,True,5.6606,4.542,1.1186,-4.518,-5.076,0.558,146,246,-2.624,-1.182,-1.442,11.212,2.971,2.0,0.8,1.2,1.01,0.0168,False,False
960,I,150.579,43738,54143,A,A,primer-uds-north,primer-uds-north,True,5.0901,4.7315,0.3586,-4.063,-5.073,1.01,78,243,-2.685,-1.287,-1.398,11.862,3.272,1.7000000000000002,0.9,0.8,2.75,0.0458,False,False
961,I_conflict,150.36849999999998,51593,57494,A,A,primer-uds-south,primer-uds-south,True,4.4579,4.024,0.4339,-4.455,-4.008,0.447,132,67,-3.094,-1.784,-1.309,17.278,5.173,1.0,1.6,-0.6,0.72,0.0119,False,True
962,I,150.315,12544,40589,A,A,ceers-full,ceers-full,True,4.5497,8.0067,3.457,-5.01,-4.478,0.532,235,140,-1.316,-2.066,0.75,3.36,6.703,0.4,3.3000000000000003,-2.9,2.33,0.0388,False,False
963,I,150.315,22773,68006,A,A,primer-uds-north,primer-uds-north,True,4.4013,5.1603,0.759,-4.533,-3.797,0.736,153,47,-1.65,-3.087,1.437,4.573,17.174,1.3,1.4,-0.1,4.62,0.0769,False,False
964,I_conflict,150.0555,47021,72633,A,A,ceers-full,ceers-full,True,8.0231,5.4434,2.5797,-5.003,-4.376,0.627,234,121,-1.44,-0.889,-0.551,3.767,2.267,0.9,3.9,-3.0,2.87,0.0478,False,True
965,I,149.893,29421,55490,A,A,ceers-full,ceers-full,True,4.7851,7.1493,2.3642,-4.558,-3.522,1.036,164,40,-1.572,-2.338,0.767,4.254,8.618,1.4,2.7,-1.3,2.54,0.0424,False,False
966,I_conflict,149.82150000000001,1072,24100,A,A,primer-uds-north,primer-uds-north,True,8.906,4.9919,3.9141,-4.592,-4.26,0.332,174,111,-2.385,-2.062,-0.323,8.992,6.681,2.7,1.3,1.4,4.91,0.0819,False,True
967,III_weak,149.696,9791,25430,A,A,primer-uds-south,primer-uds-south,True,5.0278,7.1282,2.1004,-4.829,-4.556,0.273,213,162,-2.313,-2.014,-0.3,8.422,6.389,1.2000000000000002,2.7,-1.5,3.82,0.0636,True,False
968,III_weak,149.6535,19946,21943,A,A,primer-cosmos-east,primer-cosmos-east,True,5.9744,4.7155,1.2589,-4.715,-5.049,0.334,196,239,-1.873,-1.888,0.015,5.613,5.692,1.0,0.8,0.2,1.91,0.0318,True,False
969,I,149.58,37878,62395,A,A,primer-uds-south,primer-uds-south,True,4.7732,5.6592,0.886,-5.154,-4.057,1.098,255,76,-1.572,-2.738,1.167,4.253,12.456,0.8,1.6,-0.8,3.44,0.0574,False,False
970,I,149.447,8559,32986,A,A,primer-uds-north,primer-uds-north,True,7.9365,4.1527,3.7838,-4.517,-5.021,0.503,145,236,-1.912,-1.26,-0.652,5.818,3.192,3.9,0.0,3.9,4.1,0.0684,False,False
971,I,149.30200000000002,15850,16408,A,A,primer-cosmos-east,primer-cosmos-east,True,7.0456,4.5749,2.4708,-4.167,-4.505,0.338,99,144,-3.138,-1.996,-1.142,17.999,6.287,3.3000000000000003,1.1,2.2,1.89,0.0316,False,False
972,I,149.25349999999997,18893,26971,A,A,primer-cosmos-east,primer-cosmos-east,True,4.8477,6.4067,1.5589,-5.582,-4.718,0.864,292,198,-0.496,-1.596,1.099,1.58,4.347,0.1,0.5,-0.4,3.52,0.0587,False,False
973,I,149.2345,1381,42859,A,A,primer-uds-north,primer-uds-north,True,5.6626,6.5809,0.9183,-5.288,-4.421,0.867,274,126,-2.364,-3.653,1.289,8.826,28.92,3.1,1.2000000000000002,1.9,4.43,0.0739,False,False
974,I,149.18900000000002,8559,33332,A,A,primer-uds-north,primer-uds-north,True,7.9365,4.542,3.3946,-4.517,-5.076,0.559,145,246,-1.912,-1.182,-0.73,5.818,2.971,3.9,0.8,3.1,4.43,0.0738,False,False
975,I,148.6945,25430,48686,A,A,primer-uds-south,primer-uds-south,True,7.1282,4.8439,2.2843,-4.556,-5.657,1.101,162,294,-2.014,-1.285,-0.728,6.389,3.267,2.7,0.3,2.4,3.53,0.0588,False,False
976,I_conflict,148.587,18540,31319,A,A,primer-cosmos-west,primer-cosmos-west,True,8.9337,6.3339,2.5998,-4.869,-4.541,0.328,219,155,-2.025,-1.33,-0.695,6.458,3.404,1.7000000000000002,2.8000000000000003,-1.1,3.98,0.0663,False,True
977,I,148.4885,45202,64049,A,A,gds,gds,True,7.1313,5.2713,1.8599,-4.571,-5.079,0.508,167,247,-3.302,-2.095,-1.207,20.926,6.884,2.8000000000000003,-99.0,101.8,3.98,0.0663,False,False
978,I,148.4235,32402,51983,A,A,gds,gds,True,4.9424,7.1353,2.1929,-5.321,-4.665,0.656,276,187,-1.703,-2.719,1.017,4.797,12.24,3.2,-99.0,102.2,3.36,0.056,False,False
979,I,148.3955,24081,32986,A,A,primer-uds-north,primer-uds-north,True,5.6564,4.1527,1.5037,-4.252,-5.021,0.768,110,236,-2.416,-1.26,-1.156,9.254,3.192,1.8,0.0,1.8,4.0,0.0667,False,False
980,III_weak,148.356,37557,44435,A,A,primer-uds-south,primer-uds-south,True,5.6557,5.1733,0.4824,-4.52,-4.854,0.334,147,217,-2.369,-2.591,0.222,8.865,10.873,2.7,1.1,1.6,3.19,0.0532,True,False
981,I,148.295,15850,26971,A,A,primer-cosmos-east,primer-cosmos-east,True,7.0456,6.4067,0.639,-4.167,-4.718,0.552,99,198,-3.138,-1.596,-1.543,17.999,4.347,3.3000000000000003,0.5,2.8,3.19,0.0532,False,False
982,I,148.136,24081,33332,A,A,primer-uds-north,primer-uds-north,True,5.6564,4.542,1.1144,-4.252,-5.076,0.824,110,246,-2.416,-1.182,-1.234,9.254,2.971,1.8,0.8,1.0,3.63,0.0606,False,False
983,I,148.13299999999998,35367,46221,A,A,gds,gds,True,5.4895,4.0452,1.4442,-3.899,-4.548,0.649,56,158,-3.012,-1.771,-1.24,16.019,5.111,2.3000000000000003,-99.0,101.3,1.57,0.0261,False,False
